squareMeters,rooms,latitude,longitude,centreDistance,poiCount,price,date,hasParkingSpace_no,hasParkingSpace_yes,hasBalcony_no,hasBalcony_yes,hasBalcony_no,hasBalcony_yes,hasBalcony_no,hasBalcony_yes,hasSecurity_no,hasSecurity_yes,hasStorageRoom_no,hasStorageRoom_yes
64.0,2.0,52.2356601,21.0049997,0.45,59.0,6000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
44.2,2.0,52.17194,21.03162,6.92,11.0,3100,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
36.8,2.0,52.2524116,20.9929645,2.41,63.0,2900,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
73.88,3.0,52.27551,20.93378,6.8,33.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
78.0,3.0,52.21671,21.01877,1.96,45.0,7000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
73.0,3.0,52.2017434,20.9199605,6.6,11.0,3600,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
45.0,2.0,52.2693286,20.9818745,4.44,41.0,3900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
64.0,2.0,52.25377,20.98478,2.77,42.0,3500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
44.0,2.0,52.2498531,20.9981958,2.05,35.0,3500,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
48.0,2.0,52.23537,20.99996,0.47,66.0,3999,November 2023,1,0,1,0,1,0,1,0,0,1,0,1
68.0,3.0,52.2550521,20.9931384,2.69,50.0,3390,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
79.0,3.0,52.164149,21.0741597,8.92,34.0,5000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
83.0,3.0,52.2300676,20.9926999,0.76,53.0,8200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
83.0,3.0,52.2114554,21.0474763,3.74,10.0,9000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
39.0,2.0,52.20642807,21.04017772,3.76,17.0,2700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.15160778,21.00980759,8.92,6.0,2800,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
50.0,3.0,52.2452495,20.9908202,1.74,42.0,3500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
42.2,2.0,52.23409,20.97788,1.77,36.0,3950,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
41.0,2.0,52.323,21.0556,10.75,15.0,3000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
36.0,2.0,52.2345,20.99179,0.86,90.0,5900,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
60.0,3.0,52.23541,20.98518,1.32,69.0,7900,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
75.0,3.0,52.1914,21.0545,5.67,10.0,6100,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
94.0,3.0,52.1697,21.0751,8.45,12.0,6900,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
40.0,2.0,52.2345099,20.9917798,0.86,90.0,6500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
44.0,2.0,52.19402,21.046,5.09,3.0,5000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
130.0,4.0,52.1846,21.0332,5.61,2.0,11900,November 2023,0,1,0,1,0,1,0,1,0,1,0,1
49.0,2.0,52.24132,21.10578,7.04,29.0,3500,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
108.0,4.0,52.14278,21.03565,10.13,13.0,7950,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
43.26,2.0,52.16415,20.9953,7.53,11.0,3300,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
70.0,3.0,52.22984,21.1019,6.7,16.0,7000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
82.0,3.0,52.14262,21.03325,10.11,10.0,5000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
67.51,3.0,52.24707,21.10167,6.9,20.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
83.0,4.0,52.24325,20.92068,5.79,4.0,5100,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.20692,21.00886,2.78,23.0,3000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
68.0,3.0,52.2756663,20.91500744,7.76,9.0,4500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
140.0,4.0,52.2353498,21.02039693,1.22,86.0,20000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
130.0,4.0,52.1702868,21.1077942,9.85,4.0,10000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
37.0,2.0,52.2005256,20.9703327,4.14,16.0,2700,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
56.0,3.0,52.2704,20.93871,6.16,12.0,4000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
92.0,3.0,52.23396,20.94822,3.78,14.0,8500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.28229,21.04668,6.34,10.0,4240,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
52.0,3.0,52.14472065,21.0227444,9.76,11.0,3500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
53.0,2.0,52.2207977,20.9564482,3.43,2.0,5400,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
32.0,1.0,52.22515,21.0359,2.32,24.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
40.0,2.0,52.22984,21.00001,0.32,60.0,5000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
39.15,2.0,52.2304471,21.10119226,6.65,16.0,3400,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
44.0,2.0,52.1764,20.9944,6.18,31.0,3800,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
37.0,2.0,52.24071,21.02581,1.82,50.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
130.0,4.0,52.15187,21.05539,9.56,26.0,6999,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
112.0,4.0,52.1929,21.17027,12.15,0.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
28.0,2.0,52.24348255,20.99344384,1.48,56.0,2500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
64.0,2.0,52.23039385,21.02147561,1.23,94.0,5000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
39.0,2.0,52.2309283,21.0562752,3.59,50.0,4199,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
25.0,1.0,52.318362,20.9512289,10.27,12.0,2500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
60.0,2.0,52.15802,21.06636,9.24,10.0,5250,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
34.0,2.0,52.206727,20.9720929,3.51,22.0,5199,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
51.0,2.0,52.1895733,20.9595682,5.56,17.0,4999,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
84.0,3.0,52.23378,20.98683,1.16,67.0,7400,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
90.0,3.0,52.2270816,21.0249608,1.55,44.0,13700,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
27.0,1.0,52.2336971,20.9940979,0.68,83.0,4600,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.24336,20.98824,1.66,50.0,4707,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
42.0,2.0,52.2370279,21.0872216,5.73,20.0,4999,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
27.0,1.0,52.2385723,20.988075,1.3,72.0,3500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
75.17,3.0,52.25423,20.98501,2.8,40.0,4600,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
69.0,3.0,52.18471,21.02506,5.43,19.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
89.0,4.0,52.16184,21.07146,9.04,25.0,9000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
47.0,2.0,52.20616724,21.01478979,2.94,29.0,4300,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
102.0,3.0,52.2799481,20.9859178,5.5,2.0,6900,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
64.0,2.0,52.19749,21.03981,4.54,6.0,4400,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.28933,20.93016,8.12,16.0,3900,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
34.0,1.0,52.2414528,21.025115,1.82,45.0,2900,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
140.0,5.0,52.19424,21.16544,11.79,1.0,7500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.2524027,21.0494868,3.88,35.0,2900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
77.0,3.0,52.16746,21.0107,7.16,8.0,6500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2018,20.9795,3.71,18.0,3000,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
70.0,3.0,52.18347,21.02668,5.59,23.0,5400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
28.0,2.0,52.2439992,20.9890998,1.68,49.0,2500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
93.54,4.0,52.2817,20.9293,7.51,9.0,8700,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
37.0,2.0,52.19592,21.01403,4.04,32.0,2500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
57.0,2.0,52.17499,20.99938,6.31,27.0,4200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
103.0,4.0,52.22119,20.97659,2.18,19.0,8500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
84.22,3.0,52.229323,21.0244259,1.45,37.0,9000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
111.0,5.0,52.21213,20.96093,3.63,17.0,7800,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.8,2.0,52.23904885,21.00395645,0.82,53.0,3990,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
72.0,3.0,52.18293315,21.02588049,5.63,21.0,5000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
41.9,2.0,52.2068074,21.0019862,2.77,23.0,3200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
140.0,6.0,52.2358792,21.06316776,4.09,30.0,16000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.24970655,21.07385553,5.19,24.0,2990,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
48.0,2.0,52.249128,21.07744,5.39,44.0,3500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
56.0,3.0,52.2346399,20.9595068,3.02,23.0,5600,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.1277118,21.0668406,12.34,18.0,2400,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
118.0,5.0,52.1946784,21.0219722,4.3,28.0,9500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
37.0,2.0,52.2326557,21.0744424,4.83,18.0,5099,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.1936275,20.9244333,6.86,2.0,4500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
32.0,1.0,52.22113,21.096,6.41,9.0,2900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
34.0,1.0,52.2074982,21.0302487,3.25,16.0,4499,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.34257,20.94131,13.03,8.0,2700,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.18571,20.99487,5.15,17.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
58.07,2.0,52.17824,21.03453,6.31,3.0,5000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
118.0,4.0,52.18821,21.01381,4.89,10.0,7500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.23696,20.99299,0.93,80.0,2950,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
37.0,2.0,52.1911991,20.98997,4.6,19.0,2700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
101.0,4.0,52.19328,20.91898,7.17,1.0,7500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.334539,20.93844871,12.26,15.0,3500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
29.0,1.0,52.23132,21.03268,1.98,19.0,2900,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
33.0,1.0,52.18083,21.02877,5.91,14.0,3000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
56.0,2.0,52.22437,21.1459,9.73,10.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
53.0,2.0,52.2513044,21.0009639,2.19,27.0,4000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
56.0,2.0,52.1770756,21.06726,7.47,11.0,5000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
60.0,2.0,52.25375,20.99102,2.59,62.0,5300,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
100.0,4.0,52.25195,21.06494,4.75,11.0,11500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
61.0,3.0,52.22401,21.10417,6.91,8.0,4200,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
50.0,2.0,52.1292988,21.0658467,12.15,34.0,2750,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
82.0,3.0,52.1994921,21.04153419,4.42,17.0,8500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
110.0,4.0,52.25915,20.93625,5.51,8.0,6100,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
63.4,3.0,52.2026,20.95362,4.7,10.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
49.0,2.0,52.1879055,21.0198518,5.0,21.0,4400,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
125.0,4.0,52.1725268,21.0515954,7.35,6.0,10500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
66.0,3.0,52.16,21.0792,9.5,27.0,5000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
56.2,2.0,52.175,21.05506,7.22,13.0,4300,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
62.0,3.0,52.22344,20.94405,4.16,38.0,6000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
73.5,3.0,52.18921,21.07563,6.82,2.0,6500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
95.0,3.0,52.1630939,21.0798273,9.23,26.0,9000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
56.0,2.0,52.20441,20.88059,8.91,11.0,4400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
38.0,2.0,52.22897,21.04791,3.04,15.0,3800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
70.0,3.0,52.2026,20.9961,3.28,16.0,6450,November 2023,0,1,0,1,0,1,0,1,0,1,0,1
93.0,3.0,52.18193,21.0264,5.75,20.0,5500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
48.0,2.0,52.1855043,20.9938209,5.18,18.0,6300,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.19486,21.06278,5.75,6.0,3700,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
46.0,2.0,52.2779586,20.9180167,7.77,11.0,4600,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
34.0,2.0,52.2521221,21.0654815,4.79,9.0,5199,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
27.0,1.0,52.2310201,21.0648086,4.17,31.0,4600,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
53.0,3.0,52.2273552387801,21.0672375544595,4.36,23.0,3400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
67.0,3.0,52.20446645,21.01849335,3.2,42.0,3990,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2543648,21.0815527,5.88,7.0,4899,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
94.0,4.0,52.21881,20.99838,1.48,8.0,9500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
37.0,2.0,52.2543648,21.0815527,5.88,7.0,3899,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
75.0,3.0,52.19176895,21.05540269,5.67,7.0,6200,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
37.0,2.0,52.1914451,21.0004972,4.48,24.0,5099,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
120.0,4.0,52.24522,21.00228,1.5,35.0,18000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2317,20.93765,4.49,13.0,4650,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.1641959,20.9922496,7.55,11.0,5500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.2321989,21.0594866,3.81,54.0,5700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
42.0,2.0,52.31906,20.96774,10.01,20.0,4200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
102.0,4.0,52.23034606,21.05826085,3.73,43.0,7500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
44.56,2.0,52.20346,21.04229,4.1,25.0,5000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
81.0,3.0,52.19002,21.01689,4.72,18.0,8500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
38.0,2.0,52.22583,20.95257,3.53,27.0,3000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
130.0,6.0,52.18459,21.03321,5.62,2.0,13500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
37.49,2.0,52.2028,20.88323,8.81,11.0,4000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
58.0,2.0,52.19703,20.98557,4.05,11.0,4950,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
47.0,2.0,52.21606,20.97054,2.84,26.0,5000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
66.0,3.0,52.2241308,21.00808015,0.9,86.0,4899,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
42.0,2.0,52.2287674,20.9682754,2.43,18.0,3500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
28.0,2.0,52.2283488,20.9622997,2.83,11.0,4700,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
96.0,3.0,52.2310118,20.9995269,0.29,62.0,8000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
48.0,2.0,52.2225508,21.0126747,1.19,108.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
39.0,2.0,52.1658842608241,21.0728017779404,8.71,20.0,4250,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
45.0,2.0,52.2407142,21.1090117,7.25,16.0,5600,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
100.0,4.0,52.1899496,20.9882478,4.76,16.0,7000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
60.0,2.0,52.15577,21.0709,9.61,11.0,4200,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2056693,20.8795216,8.93,11.0,5400,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
42.5,2.0,52.2416808,21.0840602,5.59,40.0,3000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
25.0,1.0,52.2388487,21.0801895,5.28,36.0,3900,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
123.0,4.0,52.19057,21.05737,5.86,14.0,8000,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
38.0,2.0,52.1971074,20.9521294,5.2,8.0,4999,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2531647,21.0008806,2.39,35.0,4000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
108.0,5.0,52.1938,21.007,4.22,31.0,8000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
88.0,3.0,52.22125,20.98021,1.97,30.0,5500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
28.0,1.0,52.22843,21.03906,2.45,20.0,2700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
44.0,2.0,52.1829747,21.00900289,5.43,22.0,3200,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
121.0,4.0,52.13824,21.05259,10.92,20.0,6200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.24280025,21.08561498,5.72,55.0,3300,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
58.23,2.0,52.2075043,21.0086308,2.71,19.0,4300,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.1889,21.02085,4.9,21.0,5000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
46.0,2.0,52.2458933,20.9903321,1.82,40.0,5900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
36.0,2.0,52.1857926,21.0439166,5.8,8.0,5600,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
37.0,2.0,52.1936037,20.8909965,8.76,15.0,5000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
110.0,4.0,52.2401685,21.00022347,0.97,56.0,7800,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
50.0,2.0,52.2253687,21.0899883,5.93,21.0,5999,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
55.0,2.0,52.1856632,21.0439093,5.81,7.0,3800,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
50.0,3.0,52.1721,21.2019,15.05,6.0,4000,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
29.0,1.0,52.1933846,20.9417036,5.99,0.0,4950,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
60.0,2.0,52.194157,21.0346955,4.68,4.0,4400,November 2023,0,1,1,0,1,0,1,0,0,1,0,1
28.0,1.0,52.22383,21.01469,1.16,124.0,3199,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
90.0,3.0,52.18731,21.05204,5.94,15.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.22756,21.01804,1.09,104.0,5000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
80.0,4.0,52.237683,21.002612,0.67,52.0,14000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
52.0,2.0,52.155069,21.080622,10.01,8.0,3500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
102.3,3.0,52.2547754,20.9850372,2.86,38.0,5800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
65.0,2.0,52.32831,20.95662,11.21,7.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
43.0,2.0,52.24122,21.0003,1.08,53.0,3900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.2510505,20.9856033,2.47,63.0,4700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
90.0,3.0,52.1561298,21.1116284,11.18,0.0,5200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
46.0,2.0,52.25073,21.03826,3.17,44.0,4000,November 2023,1,0,0,1,0,1,0,1,0,1,0,1
65.0,3.0,52.27724,20.98314,5.25,5.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
55.0,2.0,52.2521191,20.9889892,2.48,61.0,5200,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
33.75,1.0,52.2260597,21.0087407,0.72,98.0,2400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
35.0,1.0,52.22075,21.02322,1.81,52.0,3200,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
44.0,2.0,52.2597085177218,21.0510096188361,4.49,22.0,4000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
70.0,3.0,52.2221380576027,21.0092805470757,1.13,80.0,6000,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
59.0,3.0,52.24599,20.98537,2.01,37.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
65.0,3.0,52.16099,20.99266,7.9,10.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
53.0,2.0,52.2312337,21.0925229,6.06,13.0,3350,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
36.8,2.0,52.25034335,20.98330187,2.49,44.0,2800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
94.0,3.0,52.2298,21.0271,1.62,33.0,12500,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
84.0,3.0,52.23478895,20.98495509,1.31,65.0,8400,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
27.0,1.0,52.2354983,20.9870494,1.2,79.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
32.0,1.0,52.24,20.9709,2.41,24.0,2750,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
56.0,3.0,52.18788285,21.05371342,5.95,14.0,4000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.17333,21.01998,6.59,13.0,3800,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
80.0,3.0,52.2448420806898,20.9632644803718,3.11,17.0,5000,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
47.0,2.0,52.20432,21.01227,3.1,27.0,4500,November 2023,1,0,1,0,1,0,1,0,0,1,0,1
100.0,3.0,52.2093513,21.031662,3.14,13.0,11500,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
75.57,3.0,52.25335515,20.93512663,5.24,5.0,3700,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
102.0,3.0,52.20057,21.0295,3.89,24.0,9000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
68.0,3.0,52.205,21.021,3.2,47.0,5200,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
80.0,3.0,52.2537892,20.9938458,2.54,59.0,9165,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
87.0,4.0,52.22261,21.01977,1.5,81.0,9700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
70.0,3.0,52.22472,21.01495,1.1,122.0,4400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.2642,20.9909,3.71,38.0,6900,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
48.0,2.0,52.2713127,20.9559907,5.47,22.0,3000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
63.0,3.0,52.32653,21.04032,10.84,3.0,5500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
70.0,3.0,52.16847,20.99419,7.06,7.0,7600,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
119.0,5.0,52.19525,20.98347,4.28,17.0,13000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
66.0,4.0,52.21714,21.04314,3.15,7.0,6900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
69.0,4.0,52.32306,21.05951,10.85,13.0,5400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
44.64,2.0,52.2357974,20.95889407,3.08,21.0,3600,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
51.6,2.0,52.19665125,21.03903671,4.59,4.0,2800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
43.8,2.0,52.20392,21.03408,3.72,28.0,2800,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
36.0,2.0,52.20628,21.00913,2.85,22.0,2950,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
43.0,2.0,52.252136,21.004422,2.27,46.0,3500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
31.0,2.0,52.23559,20.95597,3.27,17.0,3600,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
68.0,3.0,52.2327,21.0596,3.82,56.0,4000,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
